249.10  342448.3  70.40414  14.30453    600.22   -307.05   -565.98
250.00  342967.4  70.40858  14.29728    600.10   -306.92   -558.00
250.10  343024.7  70.40908  14.29647    600.09   -306.91   -557.11
251.10  343592.2  70.41402  14.28841    599.95   -306.76   -548.25
252.10  344151.0  70.41895  14.28035    599.82   -306.62   -539.39
253.10  344700.9  70.42388  14.27229    599.68   -306.47   -530.54
254.10  345242.1  70.42881  14.26423    599.55   -306.33   -521.68
255.10  345774.4  70.43375  14.25616    599.41   -306.18   -512.82
256.10  346298.0  70.43867  14.24810    599.27   -306.03   -503.97
257.10  346812.8  70.44360  14.24003    599.13   -305.88   -495.12
258.10  347318.8  70.44853  14.23196    598.99   -305.73   -486.27
259.10  347816.0  70.45346  14.22389    598.85   -305.58   -477.42
260.10  348304.4  70.45839  14.21582    598.71   -305.43   -468.57
261.10  348784.0  70.46331  14.20775    598.57   -305.28   -459.72
262.10  349254.9  70.46824  14.19968    598.42   -305.13   -450.88
263.10  349716.9  70.47317  14.19160    598.28   -304.97   -442.03
264.10  350170.2  70.47809  14.18353    598.13   -304.82   -433.19
265.10  350614.8  70.48302  14.17545    597.99   -304.66   -424.35
266.10  351050.5  70.48794  14.16737    597.84   -304.51   -415.51
267.10  351477.4  70.49286  14.15929    597.70   -304.35   -406.67
268.10  351895.6  70.49778  14.15121    597.55   -304.19   -397.83
269.10  352305.0  70.50270  14.14312    597.40   -304.03   -388.99
270.10  352705.6  70.50762  14.13504    597.25   -303.87   -380.16
271.10  353097.5  70.51254  14.12696    597.10   -303.71   -371.32
272.10  353480.5  70.51746  14.11887    596.95   -303.55   -362.49
273.10  353854.8  70.52238  14.11078    596.80   -303.39   -353.65
274.10  354220.4  70.52730  14.10269    596.65   -303.23   -344.82
275.10  354577.2  70.53222  14.09460    596.49   -303.07   -335.99
276.10  354925.2  70.53714  14.08650    596.34   -302.90   -327.16
277.10  355264.4  70.54205  14.07841    596.19   -302.74   -318.33
278.10  355594.8  70.54697  14.07031    596.03   -302.57   -309.50
279.10  355916.5  70.55189  14.06221    595.87   -302.40   -300.68
280.10  356229.5  70.55680  14.05412    595.72   -302.24   -291.85
281.10  356533.6  70.56171  14.04601    595.56   -302.07   -283.02
282.10  356829.0  70.56664  14.03791    595.40   -301.90   -274.20
283.10  357115.7  70.57155  14.02981    595.24   -301.73   -265.37
284.10  357393.6  70.57646  14.02170    595.08   -301.56   -256.55
285.10  357662.7  70.58138  14.01359    594.92   -301.39   -247.73
286.10  357923.1  70.58629  14.00549    594.76   -301.21   -238.91
287.10  358174.7  70.59120  13.99738    594.60   -301.04   -230.09
288.10  358417.5  70.59611  13.98926    594.43   -300.87   -221.27
289.10  358651.6  70.60102  13.98115    594.27   -300.69   -212.45
290.10  358876.9  70.60593  13.97303    594.10   -300.51   -203.63
291.10  359093.5  70.61085  13.96492    593.94   -300.34   -194.81
292.10  359301.3  70.61575  13.95680    593.77   -300.16   -185.99
293.10  359500.3  70.62067  13.94868    593.61   -299.98   -177.17
294.10  359690.6  70.62558  13.94056    593.44   -299.80   -168.35
295.10  359872.2  70.63049  13.93243    593.27   -299.62   -159.54
296.10  360044.9  70.63540  13.92431    593.10   -299.44   -150.72
297.10  360209.0  70.64030  13.91618    592.93   -299.26   -141.91
298.10  360364.2  70.64522  13.90805    592.76   -299.08   -133.09
299.10  360510.8  70.65012  13.89992    592.59   -298.90   -124.28
300.10  360648.6  70.65504  13.89179    592.42   -298.71   -115.46
301.10  360777.6  70.65994  13.88365    592.24   -298.53   -106.65
302.00  360886.2  70.66436  13.87633    592.09   -298.36    -98.72
303.00  360998.6  70.66927  13.86819    591.91   -298.18    -89.90
304.00  361102.2  70.67418  13.86005    591.73   -297.99    -81.09
305.00  361197.1  70.67908  13.85191    591.56   -297.80    -72.28
306.00  361283.3  70.68399  13.84377    591.38   -297.61    -63.47
307.00  361360.7  70.68890  13.83563    591.20   -297.42    -54.65
308.00  361429.3  70.69381  13.82748    591.02   -297.23    -45.84
309.00  361489.2  70.69872  13.81933    590.85   -297.04    -37.03
310.00  361540.3  70.70362  13.81118    590.66   -296.85    -28.22
311.00  361582.7  70.70853  13.80303    590.48   -296.66    -19.41
312.00  361616.3  70.71344  13.79487    590.30   -296.46    -10.60
313.00  361641.2  70.71835  13.78672    590.12   -296.27     -1.79
314.00  361657.3  70.72325  13.77856    589.94   -296.07      7.03
315.00  361664.7  70.72816  13.77040    589.75   -295.88     15.84
315.21  361665.2  70.72920  13.76867    589.71   -295.84     17.71
315.21  361665.2  70.72920  13.76867    589.71   -295.84     17.71
316.00  361663.3  70.73306  13.76224    589.57   -295.68     24.65
317.00  361653.2  70.73798  13.75407    589.38   -295.48     33.46
318.00  361634.4  70.74288  13.74591    589.19   -295.28     42.27
319.00  361606.8  70.74779  13.73774    589.01   -295.09     51.08
320.00  361570.4  70.75269  13.72957    588.82   -294.88     59.89
321.00  361525.2  70.75760  13.72140    588.63   -294.68     68.70
322.00  361471.4  70.76251  13.71322    588.44   -294.48     77.51
323.00  361408.8  70.76742  13.70505    588.25   -294.28     86.32
324.00  361337.4  70.77232  13.69687    588.06   -294.08     95.14
325.00  361257.3  70.77723  13.68869    587.86   -293.87    103.95
326.00  361168.4  70.78214  13.68051    587.67   -293.67    112.76
327.00  361070.8  70.78705  13.67232    587.48   -293.46    121.57
328.00  360964.4  70.79195  13.66414    587.28   -293.26    130.38
329.00  360849.3  70.79687  13.65595    587.09   -293.05    139.20
330.00  360725.4  70.80177  13.64776    586.89   -292.84    148.01
331.00  360592.8  70.80668  13.63957    586.69   -292.63    156.82
332.00  360451.4  70.81159  13.63137    586.50   -292.42    165.63
333.00  360301.2  70.81650  13.62317    586.30   -292.21    174.45
334.00  360142.3  70.82141  13.61497    586.10   -292.00    183.26
335.00  359974.7  70.82632  13.60677    585.90   -291.79    192.08
336.00  359798.3  70.83123  13.59857    585.70   -291.57    200.89
337.00  359613.2  70.83614  13.59037    585.50   -291.36    209.71
338.00  359419.2  70.84105  13.58216    585.29   -291.14    218.52
339.00  359216.6  70.84595  13.57395    585.09   -290.93    227.34
340.00  359005.2  70.85087  13.56573    584.88   -290.71    236.16
341.00  358785.0  70.85578  13.55752    584.68   -290.50    244.97
342.00  358556.0  70.86069  13.54930    584.47   -290.28    253.79
343.00  358318.3  70.86560  13.54108    584.27   -290.06    262.61
344.00  358071.9  70.87051  13.53286    584.06   -289.84    271.43
345.00  357816.7  70.87543  13.52464    583.85   -289.62    280.25
346.00  357552.7  70.88034  13.51641    583.64   -289.40    289.07
347.00  357280.0  70.88525  13.50819    583.43   -289.18    297.89
348.00  356998.5  70.89017  13.49996    583.22   -288.95    306.71
349.00  356708.2  70.89508  13.49172    583.01   -288.73    315.53
350.00  356409.2  70.89999  13.48349    582.80   -288.50    324.36
351.00  356101.4  70.90491  13.47525    582.58   -288.28    333.18
352.00  355784.8  70.90982  13.46701    582.37   -288.05    342.00
353.00  355459.5  70.91473  13.45877    582.15   -287.83    350.83
354.00  355125.5  70.91965  13.45052    581.94   -287.60    359.66
355.00  354782.6  70.92457  13.44227    581.72   -287.37    368.48
356.00  354431.0  70.92949  13.43402    581.50   -287.14    377.31
357.00  354070.6  70.93440  13.42577    581.29   -286.91    386.14
358.00  353701.5  70.93932  13.41752    581.07   -286.68    394.97
359.00  353323.5  70.94424  13.40926    580.85   -286.45    403.80
360.00  352936.8  70.94916  13.40100    580.63   -286.21    412.63
361.00  352541.4  70.95408  13.39274    580.40   -285.98    421.46
362.00  352137.1  70.95900  13.38447    580.18   -285.75    430.30
363.00  351724.1  70.96392  13.37621    579.96   -285.51    439.13
364.00  351302.3  70.96884  13.36794    579.73   -285.27    447.97
365.00  350871.8  70.97376  13.35966    579.51   -285.04    456.81
366.00  350432.4  70.97868  13.35139    579.28   -284.80    465.64
367.00  349984.3  70.98361  13.34311    579.06   -284.56    474.48
368.00  349527.4  70.98853  13.33483    578.83   -284.32    483.32
369.00  349061.7  70.99346  13.32655    578.60   -284.08    492.16
370.00  348587.2  70.99838  13.31826    578.37   -283.84    501.01
371.00  348103.9  71.00331  13.30998    578.14   -283.60    509.85
372.00  347611.9  71.00824  13.30169    577.91   -283.36    518.70
373.00  347111.1  71.01316  13.29339    577.68   -283.11    527.54
374.00  346601.5  71.01809  13.28510    577.45   -282.87    536.39
375.00  346083.1  71.02302  13.27680    577.21   -282.62    545.24
376.00  345555.8  71.02795  13.26850    576.98   -282.38    554.09
377.00  345019.9  71.03288  13.26019    576.74   -282.13    562.94
378.00  344475.1  71.03781  13.25189    576.51   -281.88    571.79
379.00  343921.5  71.04275  13.24358    576.27   -281.63    580.65
380.00  343359.1  71.04768  13.23526    576.03   -281.39    589.50
381.00  342788.0  71.05261  13.22695    575.79   -281.14    598.36
382.00  342208.0  71.05754  13.21863    575.55   -280.88    607.22
383.00  341619.2  71.06248  13.21031    575.31   -280.63    616.08
384.00  341021.7  71.06741  13.20199    575.07   -280.38    624.94
385.00  340415.3  71.07235  13.19366    574.83   -280.13    633.81
386.00  339800.1  71.07729  13.18533    574.59   -279.87    642.67
387.00  339176.1  71.08223  13.17700    574.34   -279.62    651.54
388.00  338543.3  71.08717  13.16867    574.10   -279.36    660.41
389.00  337901.7  71.09211  13.16033    573.85   -279.10    669.28
390.00  337251.3  71.09705  13.15199    573.61   -278.85    678.15
391.00  336592.0  71.10199  13.14365    573.36   -278.59    687.02
392.00  335924.0  71.10693  13.13530    573.11   -278.33    695.89
