#    Time  Long.axis      Spin1      Spin2
 428.5377 -0.9376310  0.3191630  0.1377791
 428.5723 -0.9400162  0.1569619  0.3028738
 428.6082 -0.9357959 -0.0848570  0.3421774
 428.6428 -0.9363478 -0.2824347  0.2085267
 428.6773 -0.9371052 -0.3472696 -0.0351798
 428.7119 -0.9348092 -0.2468929 -0.2552954
 428.7465 -0.9392582 -0.0314786 -0.3417647
 428.7824 -0.9418788  0.1986733 -0.2709118
 428.8170 -0.9351872  0.3462542 -0.0743842
 428.8515 -0.9318845  0.3285939  0.1536793
 428.8861 -0.9314282  0.1605167  0.3266129
 428.9220 -0.9349597 -0.0930651  0.3423292
 428.9594 -0.9331018 -0.3083079  0.1851143
 428.9967 -0.9332980 -0.3495822 -0.0821407
 429.0312 -0.9282323 -0.2168963 -0.3022264
 429.0658 -0.9338186  0.0189805 -0.3572429
 429.1017 -0.9415268  0.2371599 -0.2393374
 429.1363 -0.9307675  0.3639348 -0.0349765
 429.1709 -0.9259919  0.3197052  0.2008175
 429.2123 -0.9285188  0.0632029  0.3658665
 429.2510 -0.9254020 -0.2050835  0.3187035
 429.2884 -0.9294115 -0.3613319  0.0750572
 429.3229 -0.9261877 -0.3288976 -0.1843984
 429.3575 -0.9293347 -0.1402170 -0.3415790
 429.3934 -0.9336603  0.1074183 -0.3416721
 429.4280 -0.9319274  0.3167227 -0.1766295
 429.4626 -0.9241288  0.3786245  0.0512788
 429.4971 -0.9224980  0.2665626  0.2791805
 429.5331 -0.9209608  0.0189030  0.3891965
 429.5676 -0.9237346 -0.2346447  0.3027477
 429.6022 -0.9240415 -0.3732595  0.0826110
 429.6367 -0.9239813 -0.3348970 -0.1846688
 429.6713 -0.9228049 -0.1432568 -0.3576432
 429.7072 -0.9296009  0.1161733 -0.3497798
 429.7418 -0.9262802  0.3284344 -0.1847588
 429.7802 -0.9174750  0.3874166  0.0902662
 429.8175 -0.9201683  0.2282093  0.3181365
 429.8534 -0.9205954 -0.0371010  0.3887513
 429.8880 -0.9182080 -0.2818084  0.2783490
 429.9225 -0.9202487 -0.3908935  0.0185629
 429.9571 -0.9171932 -0.3172049 -0.2411174
 429.9917 -0.9190614 -0.0932075 -0.3829341
 430.0276 -0.9236775  0.1690972 -0.3438400
 430.0622 -0.9221968  0.3606618 -0.1395571
 430.0967 -0.9148680  0.3901279  0.1040034
 430.1313 -0.9138701  0.2339260  0.3318435
 430.1672 -0.9179786 -0.0401536  0.3945922
 430.2018 -0.9127044 -0.2935960  0.2842043
 430.2363 -0.9150337 -0.4026295  0.0245508
 430.2709 -0.9113573 -0.3201097 -0.2587617
 430.3055 -0.9149311 -0.0931951 -0.3927032
 430.3414 -0.9247746  0.1749684 -0.3379023
 430.3760 -0.9171672  0.3694542 -0.1493583
 430.4133 -0.9097939  0.3930224  0.1334482
 430.4534 -0.9165021  0.1720134  0.3611583
 430.4893 -0.9126508 -0.1138144  0.3925745
 430.5266 -0.9103889 -0.3554343  0.2117983
 430.5640 -0.9096408 -0.4025736 -0.1024118
 430.5985 -0.9082951 -0.2464024 -0.3380619
 430.6331 -0.9158878  0.0187838 -0.4009946
 430.6690 -0.9187322  0.2751227 -0.2832644
 430.7036 -0.9109202  0.4106523 -0.0398626
 430.7382 -0.9066571  0.3604848  0.2191430
 430.7755 -0.9103836  0.1069873  0.3996941
 430.8114 -0.9085952 -0.1818204  0.3760268
 430.8460 -0.9066913 -0.3852165  0.1718113
 430.8806 -0.9063981 -0.4029615 -0.1267458
 430.9151 -0.8994468 -0.2320806 -0.3703161
 430.9497 -0.9075996  0.0448540 -0.4174340
 430.9856 -0.9160431  0.2982121 -0.2682061
 431.0205 -0.9050916  0.4248852 -0.0167872
 431.0551 -0.9043603  0.3511935  0.2424778
 431.0896 -0.9070082  0.1066048  0.4073960
 431.1256 -0.9027644 -0.1939478  0.3839280
 431.1601 -0.9029348 -0.3972428  0.1640333
 431.1947 -0.9025424 -0.4090937 -0.1343856
 431.2292 -0.8987351 -0.2353635 -0.3699720
 431.2638 -0.9076338  0.0473518 -0.4170835
 431.2997 -0.9110456  0.3064567 -0.2758265
 431.3374 -0.9012568  0.4330385  0.0146254
 431.3720 -0.9002921  0.3446289  0.2659042
 431.4066 -0.9027068  0.0794917  0.4228492
 431.4425 -0.8960312 -0.2239284  0.3833852
 431.4771 -0.8975900 -0.4124684  0.1555701
 431.5144 -0.8975871 -0.3977350 -0.1901163
 431.5489 -0.8939661 -0.1974103 -0.4023105
 431.5849 -0.9073929  0.0912668 -0.4102542
 431.6194 -0.9082093  0.3445924 -0.2375121
 431.6540 -0.8980679  0.4388703  0.0294432
 431.6886 -0.8973346  0.3270218  0.2963906
 431.7231 -0.9013280  0.0531959  0.4298582
 431.7591 -0.8967867 -0.2470904  0.3670422
 431.7936 -0.8959195 -0.4266591  0.1236541
 431.8282 -0.8938046 -0.4060380 -0.1903852
 431.8627 -0.8940252 -0.1970525 -0.4023546
 431.8987 -0.9031458  0.0973652 -0.4181480
 431.9332 -0.9058332  0.3505464 -0.2378728
 431.9678 -0.8934575  0.4476458  0.0367009
 432.0023 -0.8933042  0.3386834  0.2954677
 432.0369 -0.9017005  0.0559863  0.4287211
 432.0729 -0.8898404 -0.2502596  0.3815156
 432.1074 -0.8931229 -0.4328222  0.1224600
 432.1420 -0.8907310 -0.4122037 -0.1915371
 432.1765 -0.8855668 -0.2001545 -0.4191774
 432.2125 -0.8989514  0.0972416 -0.4271187
 432.2470 -0.9035221  0.3504990 -0.2465732
 432.2816 -0.8907683  0.4535845  0.0281598
 432.3162 -0.8923007  0.3416923  0.2950353
 432.3507 -0.8942362  0.0560891  0.4440671
 432.3867 -0.8899872 -0.2501153  0.3812678
 432.4212 -0.8892447 -0.4385417  0.1300961
 432.4558 -0.8894034 -0.4149818 -0.1917074
 432.4904 -0.8885301 -0.2029980 -0.4114682
 432.5263 -0.8948291  0.1002462 -0.4350076
 432.5609 -0.9000325  0.3593205 -0.2466380
 432.5954 -0.8862508  0.4623552  0.0280578
 432.6300 -0.8874632  0.3474972  0.3027455
 432.6645 -0.8899415  0.0618958  0.4518551
 432.7032 -0.8864282 -0.2737057  0.3732697
 432.7378 -0.8894430 -0.4444799  0.1064367
 432.7724 -0.8880271 -0.4062042 -0.2154207
 432.8069 -0.8848908 -0.1854183 -0.4273036
 432.8429 -0.8988595  0.1266153 -0.4195475
 432.8774 -0.8977133  0.3797666 -0.2233564
 432.9120 -0.8837571  0.4651253  0.0513016
 432.9465 -0.8866824  0.3355652  0.3181043
 432.9825 -0.8834495  0.0353221  0.4671930
 433.0170 -0.8788745 -0.2766857  0.3886188
 433.0516 -0.8865304 -0.4503802  0.1059318
 433.0862 -0.8845817 -0.4091661 -0.2238267
 433.1207 -0.8807455 -0.1854299 -0.4357787
 433.1567 -0.8964483  0.1147882 -0.4280236
 433.1912 -0.8972512  0.3708485 -0.2396072
 433.2258 -0.8873062  0.4591757  0.0429580
 433.2603 -0.8901462  0.3266901  0.3176686
 433.2990 -0.8883203  0.0147155  0.4589886
 433.3336 -0.8791061 -0.2972491  0.3725794
 433.3682 -0.8845505 -0.4591472  0.0821840
 433.4027 -0.8845192 -0.4002809 -0.2395852
 433.4373 -0.8809599 -0.1648039 -0.4435643
 433.4732 -0.8996205  0.1442012 -0.4121759
 433.5078 -0.8970394  0.3855485 -0.2160385
 433.5424 -0.8830355  0.4620553  0.0821777
 433.5769 -0.8886819  0.3148741  0.3333149
 433.6129 -0.8842020  0.0176562  0.4667709
 433.6474 -0.8834100 -0.2942659  0.3646838
 433.6820 -0.8845841 -0.4590846  0.0821727
 433.7165 -0.8796977 -0.4061115 -0.2473971
 433.7511 -0.8804321 -0.1677608 -0.4435038
 433.7870 -0.8969473  0.1382598 -0.4199640
 433.8216 -0.8939030  0.3883648 -0.2238532
 433.8562 -0.8844273  0.4619187  0.0664784
 433.8907 -0.8887271  0.3147944  0.3332695
 433.9267 -0.8842364  0.0176170  0.4667073
 433.9612 -0.8791641 -0.2972048  0.3724778
 433.9958 -0.8846176 -0.4590220  0.0821615
 434.0303 -0.8819006 -0.4060561 -0.2395198
 434.0649 -0.8804670 -0.1677378 -0.4434432
 434.1008 -0.8922860  0.1441250 -0.4278478
 434.1354 -0.8932638  0.3941957 -0.2160775
 434.1700 -0.8829333  0.4647974  0.0662732
 434.2045 -0.8867643  0.3206351  0.3329297
 434.2405 -0.8885671  0.0176146  0.4584083
 434.2750 -0.8803129 -0.2942221  0.3721325
 434.3096 -0.8854293 -0.4560171  0.0897967
 434.3441 -0.8853637 -0.4030217 -0.2317425
 434.3787 -0.8843732 -0.1676412 -0.4356380
 434.4146 -0.8973929  0.1353905 -0.4199468
 434.4492 -0.8958039  0.3884053 -0.2160478
 434.4838 -0.8837911  0.4619758  0.0741060
 434.5183 -0.8877896  0.3178333  0.3328839
 434.5543 -0.8885322  0.0207375  0.4583453
 434.5888 -0.8846556 -0.2910563  0.3642398
 434.6234 -0.8870652 -0.4528291  0.0897843
 434.6580 -0.8833751 -0.4028192 -0.2395520
 434.6925 -0.8838658 -0.1704492 -0.4355781
 434.7285 -0.8941418  0.1325041 -0.4277301
 434.7630 -0.8970878  0.3854474 -0.2160181
 434.7976 -0.8859774  0.4589710  0.0662550
 434.8321 -0.8878487  0.3177161  0.3328381
 434.8681 -0.8885674  0.0206244  0.4582822
 434.9026 -0.8823386 -0.2882223  0.3720302
 434.9372 -0.8870043 -0.4529507  0.0897720
 434.9718 -0.8854309 -0.4029108 -0.2316788
 435.0063 -0.8838786 -0.1705360 -0.4355182
 435.0423 -0.8941836  0.1324124 -0.4276712
 435.0768 -0.8964700  0.3824167 -0.2238282
 435.1114 -0.8875278  0.4559670  0.0662459
 435.1459 -0.8897265  0.3206130  0.3249525
 435.1819 -0.8885270  0.0235622  0.4582189
 435.2164 -0.8855970 -0.2881825  0.3642373
 435.2510 -0.8891688 -0.4470068  0.0977948
 435.2856 -0.8820926 -0.4058323 -0.2391919
 435.3201 -0.8879064 -0.1705859 -0.4272268
 435.3561 -0.8976825  0.1352242 -0.4193811
 435.3906 -0.8979085  0.3792763 -0.2234052
 435.4252 -0.8876260  0.4557200  0.0666286
 435.4597 -0.8878202  0.3174812  0.3331380
 435.4957 -0.8924362  0.0204717  0.4507089
 435.5302 -0.8882969 -0.2794321  0.3644808
 435.5648 -0.8876400 -0.4499953  0.0979772
 435.5994 -0.8901735 -0.3971026 -0.2233846
 435.6339 -0.8840976 -0.1707093 -0.4350055
 435.6699 -0.9013988  0.1350585 -0.4113872
 435.7044 -0.9011934  0.3761367 -0.2153406
 435.7390 -0.8892149  0.4525698  0.0669133
 435.7736 -0.8934771  0.3173269  0.3178087
 435.8095 -0.8959887  0.0262751  0.4432989
 435.8441 -0.8890254 -0.2765270  0.3649200
 435.8786 -0.8928466 -0.4411503  0.0906163
 435.9132 -0.8916338 -0.3941078 -0.2228638
 435.9477 -0.8881796 -0.1706856 -0.4266185
 435.9837 -0.9068571  0.1232812 -0.4030036
 436.0182 -0.9049452  0.3672657 -0.2149189
 436.0528 -0.8956590  0.4407488  0.0594593
 436.0873 -0.8964868  0.3084643  0.3180584
 436.1233 -0.8997120  0.0262347  0.4356949
 436.1579 -0.8898239 -0.2736226  0.3651631
 436.1924 -0.8964535 -0.4352836  0.0830616
 436.2270 -0.8930084 -0.3912238 -0.2224409
 436.2615 -0.8926539 -0.1678327 -0.4183314
 436.2975 -0.9070299  0.1231537 -0.4026535
 436.3320 -0.9062742  0.3641650 -0.2145950
 436.3666 -0.8957492  0.4405402  0.0596469
 436.4012 -0.9002433  0.3053351  0.3103746
 436.4371 -0.8996985  0.0260840  0.4357319
 436.4716 -0.8977904 -0.2678165  0.3496379
 436.5062 -0.8998551 -0.4265528  0.0911787
 436.5408 -0.8975006 -0.3854015 -0.2143792
 436.5753 -0.8969743 -0.1649806 -0.4101445
 436.6113 -0.9072026  0.1230263 -0.4023034
 436.6458 -0.9076132  0.3610651 -0.2141733
 436.6804 -0.8986491  0.4345277  0.0601282
 436.7150 -0.9037513  0.3022803  0.3030846
 436.7509 -0.9069109  0.0231050  0.4206884
 436.7855 -0.9014292 -0.2648772  0.3424405
 436.8200 -0.9025871 -0.4206161  0.0917535
 436.8546 -0.8970519 -0.3824091 -0.2214975
 436.8892 -0.9008508 -0.1649575 -0.4015681
 436.9251 -0.9110065  0.1229724 -0.3936304
 436.9597 -0.9130717  0.3521628 -0.2056246
 436.9942 -0.9033581  0.4256153  0.0528741
 437.0288 -0.9055389  0.2963247  0.3036297
 437.0647 -0.9067121  0.0230651  0.4211190
 437.0993 -0.9021569 -0.2619386  0.3427842
 437.1338 -0.9046863 -0.4176557  0.0842995
 437.1684 -0.9039426 -0.3706398 -0.2133401
 437.2029 -0.9054610 -0.1590950 -0.3934834
 437.2389 -0.9148447  0.1200538 -0.3855468
 437.2735 -0.9160215  0.3492120 -0.1973718
 437.3080 -0.9042165  0.4226541  0.0612861
 437.3426 -0.9088731  0.2933818  0.2964402
 437.3785 -0.9100040  0.0201607  0.4141089
 437.4131 -0.9073109 -0.2530517  0.3357852
 437.4476 -0.9106799 -0.4058092  0.0773371
 437.4822 -0.9095524 -0.3617378 -0.2045975
 437.5168 -0.9102394 -0.1531606 -0.3847156
 437.5527 -0.9188358  0.1170626 -0.3768781
 437.5872 -0.9205782  0.3373759 -0.1967567
 437.6218 -0.9109646  0.4078337  0.0617669
 437.6564 -0.9150675  0.2814438  0.2888612
 437.6923 -0.9135151  0.0199009  0.4063177
 437.7296 -0.9104590 -0.2710070  0.3124414
 437.7642 -0.9134751 -0.4032915  0.0540304
 437.7988 -0.9117897 -0.3416396 -0.2278637
 437.8333 -0.9139181 -0.1301551 -0.3844651
 437.8693 -0.9229494  0.1341916 -0.3607728
 437.9038 -0.9223207  0.3456620 -0.1727494
 437.9384 -0.9151100  0.3955868  0.0780052
 437.9730 -0.9201689  0.2546034  0.2974328
 438.0089 -0.9133137 -0.0038548  0.4072386
 438.0435 -0.9170985 -0.2652417  0.2976191
 438.0780 -0.9202038 -0.3885868  0.0471720
 438.1126 -0.9182998 -0.3298439 -0.2189257
 438.1471 -0.9184523 -0.1242631 -0.3755051
 438.1831 -0.9293025  0.1341726 -0.3440851
 438.2176 -0.9271800  0.3368029 -0.1640152
 438.2522 -0.9212844  0.3808474  0.0786791
 438.2867 -0.9224266  0.2457575  0.2978799
 438.3227 -0.9233128 -0.0067908  0.3839887
 438.3600 -0.9208464 -0.2769498  0.2744827
 438.3946 -0.9223542 -0.3855946  0.0240719
 438.4291 -0.9217044 -0.3092417 -0.2341592
 438.4637 -0.9218650 -0.0978180 -0.3749620
 438.4996 -0.9314354  0.1576440 -0.3279886
 438.5342 -0.9300416  0.3396909 -0.1401170
 438.5688 -0.9237216  0.3690846  0.1025421
 438.6033 -0.9256441  0.2223796  0.3061540
 438.6393 -0.9257913 -0.0329582  0.3765955
 438.6738 -0.9248456 -0.2706712  0.2672035
 438.7084 -0.9273755 -0.3733186  0.0246555
 438.7430 -0.9249636 -0.2999127 -0.2334411
 438.7775 -0.9293342 -0.0885191 -0.3584722
 438.8166 -0.9364632  0.1757139 -0.3035807
 438.8511 -0.9339682  0.3430551 -0.1000832
 438.8857 -0.9295582  0.3489213  0.1190610
 438.9202 -0.9325077  0.1903845  0.3068927
 438.9562 -0.9332036 -0.0620905  0.3539431
 438.9908 -0.9325571 -0.2793293  0.2287192
 439.0253 -0.9312007 -0.3644581 -0.0059673
 439.0626 -0.9320995 -0.2558355 -0.2563958
 439.0972 -0.9357157 -0.0415378 -0.3503010
 439.1331 -0.9409764  0.1903660 -0.2798645
 439.1677 -0.9376816  0.3371348 -0.0842221
 439.2022 -0.9348842  0.3283234  0.1348902
 439.2368 -0.9353797  0.1610036  0.3148693
 439.2728 -0.9342275 -0.0855639  0.3462625
 439.3073 -0.9353125 -0.2880947  0.2054067
 439.3419 -0.9364079 -0.3496927 -0.0292455
 439.3764 -0.9346032 -0.2467733 -0.2561635
 439.4110 -0.9389557 -0.0352213 -0.3422305
 439.4469 -0.9449395  0.1939342 -0.2635885
 439.4815 -0.9412705  0.3291253 -0.0754076
 439.5161 -0.9394236  0.3145186  0.1362401
 439.5506 -0.9417483  0.1501580  0.3009363
 439.5865 -0.9392906 -0.0846345  0.3325209
 439.6211 -0.9411632 -0.2783318  0.1916855
 439.6557 -0.9418840 -0.3340883 -0.0352070
 439.6902 -0.9411164 -0.2314406 -0.2464450
 439.7248 -0.9399467 -0.0260821 -0.3403234
 439.7607 -0.9507350  0.1880738 -0.2464371
 439.7953 -0.9455805  0.3200543 -0.0586746
 439.8299 -0.9421160  0.3024420  0.1447283
 439.8644 -0.9459729  0.1381050  0.2933636
 439.9007 -0.9464317 -0.0937191  0.3090045
 439.9353 -0.9450059 -0.2756509  0.1760125
 439.9698 -0.9455583 -0.3225964 -0.0430246
 440.0044 -0.9445784 -0.2169193 -0.2464097
 440.0389 -0.9483809 -0.0143779 -0.3168074
 440.0749 -0.9533272  0.1851860 -0.2384816
 440.1094 -0.9498829  0.3084917 -0.0505507
 440.1440 -0.9474775  0.2850137  0.1450986
 440.1786 -0.9481822  0.1207007  0.2939080
 440.2176 -0.9486225 -0.1169577  0.2940005
 440.2522 -0.9485551 -0.2812587  0.1453847
 440.2867 -0.9495788 -0.3047624 -0.0736200
 440.3213 -0.9462895 -0.1903726 -0.2613321
 440.3559 -0.9512275  0.0120287 -0.3082556
 440.3918 -0.9565883  0.2055855 -0.2065757
 440.4264 -0.9528204  0.3023591 -0.0266892
 440.4609 -0.9503824  0.2612826  0.1688334
 440.4955 -0.9517394  0.0881929  0.2939629
 440.5314 -0.9525775 -0.1230280  0.2783168
 440.5660 -0.9533314 -0.2726375  0.1297227
 440.6006 -0.9543728 -0.2873007 -0.0814297
 440.6351 -0.9522947 -0.1699576 -0.2534742
 440.6697 -0.9558743  0.0265841 -0.2925708
 440.7056 -0.9576707  0.2084525 -0.1985304
 440.7402 -0.9558949  0.2935155 -0.0106546
 440.7747 -0.9549566  0.2436452  0.1693955
 440.8162 -0.9569466  0.0441816  0.2868819
 440.8508 -0.9557860 -0.1582080  0.2478776
 440.8853 -0.9567956 -0.2784637  0.0836671
 440.9199 -0.9563079 -0.2667636 -0.1196343
 440.9544 -0.9546912 -0.1289801 -0.2681955
 440.9904 -0.9591769  0.0616293 -0.2760100
 441.0249 -0.9617221  0.2287325 -0.1509039
 441.0595 -0.9582641  0.2844171  0.0289293
 441.0941 -0.9588404  0.2081586  0.1931196
 441.1300 -0.9574082  0.0321874  0.2869380
 441.1646 -0.9586887 -0.1643072  0.2322050
 441.1991 -0.9596592 -0.2728145  0.0680186
 441.2337 -0.9592163 -0.2523182 -0.1274350
 441.2682 -0.9586976 -0.1145549 -0.2603385
 441.3042 -0.9625265  0.0759532 -0.2603342
 441.3387 -0.9641348  0.2283693 -0.1352465
 441.3733 -0.9598363  0.2781442  0.0367427
 441.4079 -0.9603896  0.1930996  0.2009089
 441.4438 -0.9624006  0.0142220  0.2712616
 441.4784 -0.9617838 -0.1675821  0.2165368
 441.5129 -0.9621954 -0.2672768  0.0523745
 441.5475 -0.9618078 -0.2379869 -0.1352334
 441.5821 -0.9626991 -0.0972751 -0.2524838
 441.6180 -0.9656598  0.0874142 -0.2446629
 441.6526 -0.9652614  0.2281161 -0.1274103
 441.6871 -0.9628897  0.2661923  0.0445538
 441.7217 -0.9621486  0.1752597  0.2086960
 441.7576 -0.9625166 -0.0006597  0.2712221
 441.7922 -0.9640985 -0.1736781  0.2008731
 441.8268 -0.9639348 -0.2645625  0.0289190
 441.8613 -0.9634566 -0.2264816 -0.1430296
 441.8958 -0.9660662 -0.0828953 -0.2446314
 441.9318 -0.9664914  0.0988351 -0.2369094
 441.9664 -0.9658506  0.2336164 -0.1120539
 442.0009 -0.9629610  0.2629288  0.0597872
 442.0355 -0.9643647  0.1632881  0.2081772
 442.0714 -0.9667749 -0.0183952  0.2549664
 442.1060 -0.9656929 -0.1825204  0.1847255
 442.1405 -0.9665265 -0.2557297  0.0207092
 442.1751 -0.9655683 -0.2118282 -0.1510187
 442.2097 -0.9673995 -0.0652952 -0.2446933
 442.2456 -0.9706836  0.1105457 -0.2134315
 442.2802 -0.9682486  0.2306510 -0.0964089
 442.3147 -0.9665186  0.2452665  0.0754068
 442.3496 -0.9680742  0.1396685  0.2081466
 442.3856 -0.9663848 -0.0333411  0.2549289
 442.4201 -0.9668005 -0.1916898  0.1689731
 442.4547 -0.9673901 -0.2532740 -0.0029301
 442.4893 -0.9659542 -0.1975821 -0.1670143
 442.5238 -0.9682903 -0.0481399 -0.2451457
 442.5598 -0.9688558  0.1247807 -0.2138885
 442.5943 -0.9683217  0.2361490 -0.0811591
 442.6289 -0.9660233  0.2420067  0.0907287
 442.6634 -0.9701547  0.1247747  0.2079208
 442.6994 -0.9678240 -0.0481360  0.2469811
 442.7339 -0.9676392 -0.2004901  0.1532254
 442.7685 -0.9679870 -0.2503063 -0.0186524
 442.8031 -0.9674666 -0.1829005 -0.1748022
 442.8407 -0.9694087 -0.0129673 -0.2451094
 442.8767 -0.9704510  0.1482055 -0.1904204
 442.9112 -0.9690036  0.2419748 -0.0498015
 442.9458 -0.9675006  0.2214586  0.1220604
 442.9803 -0.9702770  0.0925232  0.2236111
 443.0163 -0.9673837 -0.0832915  0.2392305
 443.0508 -0.9682648 -0.2180414  0.1221521
 443.0854 -0.9684027 -0.2444090 -0.0496021
 443.1200 -0.9676585 -0.1565393 -0.1978193
 443.1545 -0.9676225  0.0016848 -0.2523962
 443.1905 -0.9696680  0.1628336 -0.1822885
 443.2250 -0.9692030  0.2448690 -0.0261663
 443.2596 -0.9701057  0.2097064  0.1221400
 443.2942 -0.9697407  0.0778604  0.2313886
 443.3301 -0.9697549 -0.0979281  0.2235743
 443.3647 -0.9694539 -0.2209389  0.1065133
 443.3992 -0.9676634 -0.2414431 -0.0730254
 443.4338 -0.9678757 -0.1447244 -0.2056002
 443.4684 -0.9693567  0.0222649 -0.2446466
 443.5043 -0.9717377  0.1746375 -0.1588321
 443.5388 -0.9687260  0.2479088 -0.0105431
 443.5734 -0.9662614  0.2069290  0.1533602
 443.6080 -0.9690930  0.0604922  0.2391639
 443.6439 -0.9678588 -0.1152334  0.2235412
 443.6785 -0.9676184 -0.2323671  0.0985908
 443.7130 -0.9671401 -0.2382219 -0.0888279
 443.7476 -0.9660572 -0.1328031 -0.2215781
 443.7821 -0.9686980  0.0399831 -0.2450009
 443.8181 -0.9690262  0.1951888 -0.1512928
 443.8527 -0.9664901  0.2566593  0.0047827
 443.8872 -0.9662699  0.2010404  0.1609508
 443.9232 -0.9700634  0.0429094  0.2390308
 443.9577 -0.9674102 -0.1327899  0.2156024
 443.9923 -0.9662164 -0.2440483  0.0828626
 444.0268 -0.9655781 -0.2381867 -0.1045281
 444.0614 -0.9661284 -0.1181029 -0.2294506
 444.0973 -0.9700674  0.0517652 -0.2372544
 444.1319 -0.9683758  0.2040557 -0.1435604
 444.1664 -0.9654749  0.2596963  0.0203968
 444.2010 -0.9653043  0.1924079  0.1765413
 444.2369 -0.9644446  0.0313719  0.2624166
 444.2715 -0.9653309 -0.1471929  0.2155704
 444.3061 -0.9657498 -0.2525776  0.0594297
 444.3406 -0.9638339 -0.2378949 -0.1201260
 444.3752 -0.9653158 -0.1090441 -0.2372231
 444.4115 -0.9668012  0.0725118 -0.2450254
 444.4460 -0.9679779  0.2159944 -0.1279264
 444.4806 -0.9641668  0.2628420  0.0360061
 444.5152 -0.9624201  0.1837777  0.1999333
 444.5511 -0.9627458  0.0110170  0.2701834
 444.5884 -0.9632647 -0.1793061  0.1999263
 444.6230 -0.9629841 -0.2671430  0.0360037
 444.6576 -0.9622663 -0.2261474 -0.1513302
 444.6921 -0.9597506 -0.0826766 -0.2684091
 444.7281 -0.9638553  0.1047072 -0.2449886
 444.7626 -0.9645550  0.2423122 -0.1044916
 444.7972 -0.9608872  0.2686580  0.0672209
 444.8317 -0.9604686  0.1662205  0.2233179
 444.8677 -0.9604750 -0.0152604  0.2779476
 444.9022 -0.9620690 -0.1938076  0.1919943
 444.9368 -0.9610182 -0.2757395  0.0202918
 444.9713 -0.9576250 -0.2288948 -0.1748184
 445.0059 -0.9606830 -0.0708080 -0.2684667
 445.0419 -0.9647824  0.1136202 -0.2372455
 445.0764 -0.9614995  0.2541319 -0.1045736
 445.1110 -0.9588227  0.2716915  0.0827210
 445.1455 -0.9596286  0.1604875  0.2309908
 445.1815 -0.9601747 -0.0297844  0.2778084
 445.2160 -0.9568037 -0.2112319  0.1997691
 445.2506 -0.9568662 -0.2902606  0.0124854
 445.2852 -0.9568940 -0.2258602 -0.1825954
 445.3197 -0.9590935 -0.0619431 -0.2762294
 445.3557 -0.9621492  0.1341652 -0.2372099
 445.3902 -0.9590794  0.2688015 -0.0889522
 445.4248 -0.9546899  0.2835046  0.0905113
 445.4594 -0.9561951  0.1577926  0.2465612
 445.4953 -0.9572079 -0.0469382  0.2855692
 445.5298 -0.9567260 -0.2253216  0.1841345
 445.5644 -0.9543976 -0.2983386 -0.0109230
 445.5990 -0.9539535 -0.2251678 -0.1981721
 445.6335 -0.9527783 -0.0495690 -0.2995937
 445.6695 -0.9583954  0.1465096 -0.2449761
 445.7040 -0.9546750  0.2840521 -0.0889389
 445.7386 -0.9502436  0.2899368  0.1139023
 445.7731 -0.9529134  0.1524649  0.2621270
 445.8091 -0.9519824 -0.0552346  0.3011288
 445.8437 -0.9517565 -0.2395169  0.1918104
 445.8782 -0.9516160 -0.3067068 -0.0189174
 445.9128 -0.9523372 -0.2247683 -0.2062357
 445.9473 -0.9531019 -0.0404174 -0.2999388
 445.9833 -0.9558956  0.1614839 -0.2453294
 446.0178 -0.9514000  0.2990054 -0.0737146
 446.0524 -0.9493182  0.2931484  0.1133977
 446.0869 -0.9490670  0.1497720  0.2772005
 446.1229 -0.9461971 -0.0696730  0.3160012
 446.1574 -0.9457831 -0.2569262  0.1987040
 446.1920 -0.9477579 -0.3183637 -0.0199871
 446.2266 -0.9452665 -0.2305858 -0.2308712
 446.2611 -0.9451667 -0.0345599 -0.3247547
 446.2971 -0.9503193  0.1790134 -0.2546516
 446.3316 -0.9459106  0.3135882 -0.0831601
 446.3662 -0.9418299  0.3077319  0.1351207
 446.4008 -0.9472968  0.1497494  0.2832029
 446.4367 -0.9457994 -0.0813642  0.3143936
 446.4713 -0.9435724 -0.2715143  0.1896079
 446.5058 -0.9442853 -0.3270916 -0.0365562
 446.5404 -0.9411589 -0.2305510 -0.2471156
 446.5750 -0.9452455 -0.0287041 -0.3250954
 446.6109 -0.9491357  0.1848367 -0.2549055
 446.6454 -0.9442048  0.3223162 -0.0677462
 446.6800 -0.9418620  0.3076853  0.1350028
 446.7146 -0.9434217  0.1438766  0.2987558
 446.7505 -0.9421399 -0.0930520  0.3220463
 446.7851 -0.9384025 -0.2890231  0.1893843
 446.8196 -0.9387604 -0.3416668 -0.0446405
 446.8569 -0.9367314 -0.2217412 -0.2708598
 446.8915 -0.9400021 -0.0053012 -0.3411276
 446.9275 -0.9421856  0.2169809 -0.2553539
 446.9620 -0.9390185  0.3398154 -0.0526293
 446.9966 -0.9369675  0.3076384  0.1656821
 447.0311 -0.9380109  0.1292315  0.3216129
 447.0698 -0.9360502 -0.1427552  0.3216069
 447.1044 -0.9337931 -0.3211481  0.1577796
 447.1389 -0.9342824 -0.3445385 -0.0917036
 447.1735 -0.9323217 -0.2100096 -0.2944016
 447.2081 -0.9339570  0.0210554 -0.3567647
 447.2440 -0.9378112  0.2433030 -0.2476163
 447.2786 -0.9312518  0.3631938 -0.0293315
 447.3131 -0.9309447  0.3076276  0.1967417
 447.3477 -0.9329963  0.1029307  0.3448524
